object_id,shape,admin0_name_en,admin0_name_th,admin0_pcode,admin1_name_en,admin1_name_th,admin1_pcode,admin2_name_en,admin2_name_th,admin2_pcode,admin3_name_en,admin3_name_th,admin3_pcode,shape_length,shape_area
4471,Polygon,Thailand,ประเทศไทย,TH,Nakhon Phanom,นครพนม,TH48,Wang Yang,วังยาง,TH4812,Nong Pho,หนองโพธิ์,TH481204,0.269792,0.001857
4472,Polygon,Thailand,ประเทศไทย,TH,Suphan Buri,สุพรรณบุรี,TH72,Nong Ya Sai,หนองหญ้าไซ,TH7210,Nong Pho,หนองโพธิ์,TH721003,0.478692,0.006065
4473,Polygon,Thailand,ประเทศไทย,TH,Roi Et,ร้อยเอ็ด,TH45,Thawat Buri,ธวัชบุรี,TH4505,Nong Phok,หนองพอก,TH450524,0.154154,0.001374
4474,Polygon,Thailand,ประเทศไทย,TH,Roi Et,ร้อยเอ็ด,TH45,Nong Phok,หนองพอก,TH4509,Nong Phok,หนองพอก,TH450901,0.553362,0.005253
4475,Polygon,Thailand,ประเทศไทย,TH,Chaiyaphum,ชัยภูมิ,TH36,Kaset Sombun,เกษตรสมบูรณ์,TH3604,Nong Phon Ngam,หนองโพนงาม,TH360409,0.793477,0.018138
4476,Polygon,Thailand,ประเทศไทย,TH,Phitsanulok,พิษณุโลก,TH65,Wang Thong,วังทอง,TH6508,Nong Phra,หนองพระ,TH650809,0.38053,0.005046
4477,Polygon,Thailand,ประเทศไทย,TH,Phichit,พิจิตร,TH66,Wang Sai Phun,วังทรายพูน,TH6602,Nong Phra,หนองพระ,TH660203,0.534504,0.00684
4478,Polygon,Thailand,ประเทศไทย,TH,Nonthaburi,นนทบุรี,TH12,Sai Noi,ไทรน้อย,TH1205,Nong Phrao Ngai,หนองเพรางาย,TH120503,0.254703,0.002631
4479,Polygon,Thailand,ประเทศไทย,TH,Prachin Buri,ปราจีนบุรี,TH25,Si Maha Phot,ศรีมหาโพธิ,TH2508,Nong Phrong,หนองโพรง,TH250807,0.782729,0.006979
4480,Polygon,Thailand,ประเทศไทย,TH,Ubon Ratchathani,อุบลราชธานี,TH34,Khemarat,เขมราฐ,TH3405,Nong Phue,หนองผือ,TH340507,0.508579,0.007687
4481,Polygon,Thailand,ประเทศไทย,TH,Loei,เลย,TH42,Tha Li,ท่าลี่,TH4208,Nong Phue,หนองผือ,TH420802,0.541954,0.00846
4482,Polygon,Thailand,ประเทศไทย,TH,Roi Et,ร้อยเอ็ด,TH45,Chaturaphak Phiman,จตุรพักตรพิมาน,TH4504,Nong Phue,หนองผือ,TH450402,0.273814,0.003214
4483,Polygon,Thailand,ประเทศไทย,TH,Roi Et,ร้อยเอ็ด,TH45,Mueang Suang,เมืองสรวง,TH4512,Nong Phue,หนองผือ,TH451201,0.256291,0.002628
4484,Polygon,Thailand,ประเทศไทย,TH,Kalasin,กาฬสินธุ์,TH46,Khao Wong,เขาวง,TH4606,Nong Phue,หนองผือ,TH460603,0.28869,0.003179
4485,Polygon,Thailand,ประเทศไทย,TH,Chiang Mai,เชียงใหม่,TH50,Saraphi,สารภี,TH5019,Nong Phueng,หนองผึ้ง,TH501907,0.154447,0.00088
4486,Polygon,Thailand,ประเทศไทย,TH,Saraburi,สระบุรี,TH19,Mueang Saraburi,เมืองสระบุรี,TH1901,Nong Pla Lai,หนองปลาไหล,TH190111,0.29403,0.003655
4487,Polygon,Thailand,ประเทศไทย,TH,Chon Buri,ชลบุรี,TH20,Bang Lamung,บางละมุง,TH2004,Nong Pla Lai,หนองปลาไหล,TH200403,0.334855,0.0024
4488,Polygon,Thailand,ประเทศไทย,TH,Phichit,พิจิตร,TH66,Wang Sai Phun,วังทรายพูน,TH6602,Nong Pla Lai,หนองปลาไหล,TH660202,0.608352,0.005009
4489,Polygon,Thailand,ประเทศไทย,TH,Kanchanaburi,กาญจนบุรี,TH71,Nong Prue,หนองปรือ,TH7112,Nong Pla Lai,หนองปลาไหล,TH711202,0.596707,0.008835
4490,Polygon,Thailand,ประเทศไทย,TH,Phetchaburi,เพชรบุรี,TH76,Khao Yoi,เขาย้อย,TH7602,Nong Pla Lai,หนองปลาไหล,TH760205,0.290245,0.00287
4491,Polygon,Thailand,ประเทศไทย,TH,Saraburi,สระบุรี,TH19,Nong Khae,หนองแค,TH1903,Nong Pla Mo,หนองปลาหมอ,TH190316,0.23815,0.001315
4492,Polygon,Thailand,ประเทศไทย,TH,Khon Kaen,ขอนแก่น,TH40,Non Sila,โนนศิลา,TH4025,Nong Pla Mo,หนองปลาหมอ,TH402502,0.228714,0.002426
4493,Polygon,Thailand,ประเทศไทย,TH,Ratchaburi,ราชบุรี,TH70,Ban Pong,บ้านโป่ง,TH7005,Nong Pla Mo,หนองปลาหมอ,TH700512,0.308922,0.002779
4494,Polygon,Thailand,ประเทศไทย,TH,Nong Khai,หนองคาย,TH43,Si Chiang Mai,ศรีเชียงใหม่,TH4307,Nong Pla Pak,หนองปลาปาก,TH430705,0.363694,0.005489
4495,Polygon,Thailand,ประเทศไทย,TH,Lamphun,ลำพูน,TH51,Ban Hong,บ้านโฮ่ง,TH5103,Nong Pla Sawai,หนองปลาสะวาย,TH510305,0.489941,0.005944
4496,Polygon,Thailand,ประเทศไทย,TH,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Nakhon Luang,นครหลวง,TH1403,Nong Pling,หนองปลิง,TH140309,0.126133,0.000905
4497,Polygon,Thailand,ประเทศไทย,TH,Saraburi,สระบุรี,TH19,Nong Khae,หนองแค,TH1903,Nong Pling,หนองปลิง,TH190317,0.278351,0.001374
4498,Polygon,Thailand,ประเทศไทย,TH,Maha Sarakham,มหาสารคาม,TH44,Mueang Maha Sarakham,เมืองมหาสารคาม,TH4401,Nong Pling,หนองปลิง,TH440111,0.278819,0.002523
4499,Polygon,Thailand,ประเทศไทย,TH,Sakon Nakhon,สกลนคร,TH47,Nikhom Nam Un,นิคมน้ำอูน,TH4707,Nong Pling,หนองปลิง,TH470702,0.218188,0.002833
4500,Polygon,Thailand,ประเทศไทย,TH,Nakhon Sawan,นครสวรรค์,TH60,Mueang Nakhon Sawan,เมืองนครสวรรค์,TH6001,Nong Pling,หนองปลิง,TH600116,0.335984,0.004629
4501,Polygon,Thailand,ประเทศไทย,TH,Kamphaeng Phet,กำแพงเพชร,TH62,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,TH6201,Nong Pling,หนองปลิง,TH620110,0.523,0.00769
4502,Polygon,Thailand,ประเทศไทย,TH,Kanchanaburi,กาญจนบุรี,TH71,Lao Khwan,เลาขวัญ,TH7110,Nong Pling,หนองปลิง,TH711004,0.824124,0.013957
4503,Polygon,Thailand,ประเทศไทย,TH,Buri Ram,บุรีรัมย์,TH31,Chamni,ชำนิ,TH3118,Nong Plong,หนองปล่อง,TH311802,0.40078,0.002749
4504,Polygon,Thailand,ประเทศไทย,TH,Phichit,พิจิตร,TH66,Wang Sai Phun,วังทรายพูน,TH6602,Nong Plong,หนองปล้อง,TH660204,0.309564,0.004447
4505,Polygon,Thailand,ประเทศไทย,TH,Kanchanaburi,กาญจนบุรี,TH71,Lao Khwan,เลาขวัญ,TH7110,Nong Pradu,หนองประดู่,TH711003,0.648496,0.01556
4506,Polygon,Thailand,ประเทศไทย,TH,Phetchaburi,เพชรบุรี,TH76,Khao Yoi,เขาย้อย,TH7602,Nong Prong,หนองปรง,TH760206,0.242644,0.002096
4507,Polygon,Thailand,ประเทศไทย,TH,Samut Prakan,สมุทรปราการ,TH11,Bang Phli,บางพลี,TH1103,Nong Prue,หนองปรือ,TH110309,0.290517,0.00233
4508,Polygon,Thailand,ประเทศไทย,TH,Chon Buri,ชลบุรี,TH20,Bang Lamung,บางละมุง,TH2004,Nong Prue,หนองปรือ,TH200402,0.442007,0.00697
4509,Polygon,Thailand,ประเทศไทย,TH,Chon Buri,ชลบุรี,TH20,Phanat Nikhom,พนัสนิคม,TH2006,Nong Prue,หนองปรือ,TH200613,0.307596,0.00248
4510,Polygon,Thailand,ประเทศไทย,TH,Kanchanaburi,กาญจนบุรี,TH71,Nong Prue,หนองปรือ,TH7112,Nong Prue,หนองปรือ,TH711201,0.906202,0.023986
4511,Polygon,Thailand,ประเทศไทย,TH,Trang,ตรัง,TH92,Ratsada,รัษฎา,TH9209,Nong Prue,หนองปรือ,TH920904,0.398629,0.006839
4512,Polygon,Thailand,ประเทศไทย,TH,Chiang Rai,เชียงราย,TH57,Thoeng,เทิง,TH5704,Nong Raet,หนองแรด,TH570413,0.466215,0.004263
4513,Polygon,Thailand,ประเทศไทย,TH,Pattani,ปัตตานี,TH94,Yaring,ยะหริ่ง,TH9409,Nong Raet,หนองแรต,TH940910,0.1846,0.001166
4514,Polygon,Thailand,ประเทศไทย,TH,Rayong,ระยอง,TH21,Pluak Daeng,ปลวกแดง,TH2106,Nong Rai,หนองไร่,TH210606,0.622728,0.010215
4515,Polygon,Thailand,ประเทศไทย,TH,Surin,สุรินทร์,TH32,Sanom,สนม,TH3208,Nong Rakhang,หนองระฆัง,TH320803,0.226856,0.001969
4516,Polygon,Thailand,ประเทศไทย,TH,Suphan Buri,สุพรรณบุรี,TH72,Nong Ya Sai,หนองหญ้าไซ,TH7210,Nong Ratchawat,หนองราชวัตร,TH721002,0.41992,0.00576
4517,Polygon,Thailand,ประเทศไทย,TH,Nakhon Ratchasima,นครราชสีมา,TH30,Mueang Nakhon Ratchasima,เมืองนครราชสีมา,TH3001,Nong Rawiang,หนองระเวียง,TH300106,0.396433,0.004603
4518,Polygon,Thailand,ประเทศไทย,TH,Nakhon Ratchasima,นครราชสีมา,TH30,Phimai,พิมาย,TH3015,Nong Rawiang,หนองระเวียง,TH301512,0.516333,0.005846
4519,Polygon,Thailand,ประเทศไทย,TH,Lop Buri,ลพบุรี,TH16,Lam Sonthi,ลำสนธิ,TH1610,Nong Ri,หนองรี,TH161003,0.91932,0.00808
4520,Polygon,Thailand,ประเทศไทย,TH,Chon Buri,ชลบุรี,TH20,Mueang Chon Buri,เมืองชลบุรี,TH2001,Nong Ri,หนองรี,TH200106,0.337848,0.0035
4521,Polygon,Thailand,ประเทศไทย,TH,Kanchanaburi,กาญจนบุรี,TH71,Bo Phloi,บ่อพลอย,TH7103,Nong Ri,หนองรี,TH710303,0.839091,0.022655
4522,Polygon,Thailand,ประเทศไทย,TH,Saraburi,สระบุรี,TH19,Nong Khae,หนองแค,TH1903,Nong Rong,หนองโรง,TH190318,0.266153,0.002707
4523,Polygon,Thailand,ประเทศไทย,TH,Kanchanaburi,กาญจนบุรี,TH71,Phanom Thuan,พนมทวน,TH7109,Nong Rong,หนองโรง,TH710902,0.50166,0.011046
4524,Polygon,Thailand,ประเทศไทย,TH,Surin,สุรินทร์,TH32,Chumphon Buri,ชุมพลบุรี,TH3202,Nong Ruea,หนองเรือ,TH320209,0.273707,0.002594
4525,Polygon,Thailand,ประเทศไทย,TH,Yasothon,ยโสธร,TH35,Mueang Yasothon,เมืองยโสธร,TH3501,Nong Ruea,หนองเรือ,TH350117,0.175919,0.00142
4526,Polygon,Thailand,ประเทศไทย,TH,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Non Sang,โนนสัง,TH3903,Nong Ruea,หนองเรือ,TH390303,0.41409,0.006832
4527,Polygon,Thailand,ประเทศไทย,TH,Khon Kaen,ขอนแก่น,TH40,Nong Ruea,หนองเรือ,TH4004,Nong Ruea,หนองเรือ,TH400401,0.420286,0.004605
4528,Polygon,Thailand,ประเทศไทย,TH,Maha Sarakham,มหาสารคาม,TH44,Na Chueak,นาเชือก,TH4407,Nong Ruea,หนองเรือ,TH440708,0.480173,0.004718
4529,Polygon,Thailand,ประเทศไทย,TH,Uthai Thani,อุทัยธานี,TH61,Thap Than,ทัพทัน,TH6102,Nong Sa,หนองสระ,TH610209,0.202629,0.001762
4530,Polygon,Thailand,ประเทศไทย,TH,Udon Thani,อุดรธานี,TH41,Nong Han,หนองหาน,TH4106,Nong Sa Pla,หนองสระปลา,TH410618,0.280619,0.001984
4531,Polygon,Thailand,ประเทศไทย,TH,Suphan Buri,สุพรรณบุรี,TH72,Sam Chuk,สามชุก,TH7208,Nong Sadao,หนองสะเดา,TH720806,0.343297,0.003344
4532,Polygon,Thailand,ประเทศไทย,TH,Maha Sarakham,มหาสารคาม,TH44,Wapi Pathum,วาปีปทุม,TH4409,Nong Saen,หนองแสน,TH440914,0.257941,0.002381
4533,Polygon,Thailand,ประเทศไทย,TH,Chai Nat,ชัยนาท,TH18,Hankha,หันคา,TH1806,Nong Saeng,หนองแซง,TH180606,0.678109,0.010445
4534,Polygon,Thailand,ประเทศไทย,TH,Saraburi,สระบุรี,TH19,Nong Saeng,หนองแซง,TH1905,Nong Saeng,หนองแซง,TH190501,0.165015,0.000823
4535,Polygon,Thailand,ประเทศไทย,TH,Khon Kaen,ขอนแก่น,TH40,Ban Haet,บ้านแฮด,TH4024,Nong Saeng,หนองแซง,TH402404,0.338779,0.00403
4536,Polygon,Thailand,ประเทศไทย,TH,Prachin Buri,ปราจีนบุรี,TH25,Prachantakham,ประจันตคาม,TH2507,Nong Saeng,หนองแสง,TH250704,0.16379,0.001092
4537,Polygon,Thailand,ประเทศไทย,TH,Nakhon Nayok,นครนายก,TH26,Pak Phli,ปากพลี,TH2602,Nong Saeng,หนองแสง,TH260206,0.244233,0.001749
4538,Polygon,Thailand,ประเทศไทย,TH,Udon Thani,อุดรธานี,TH41,Nong Saeng,หนองแสง,TH4121,Nong Saeng,หนองแสง,TH412101,0.34848,0.004085
4539,Polygon,Thailand,ประเทศไทย,TH,Maha Sarakham,มหาสารคาม,TH44,Wapi Pathum,วาปีปทุม,TH4409,Nong Saeng,หนองแสง,TH440901,0.390993,0.00599
4540,Polygon,Thailand,ประเทศไทย,TH,Nakhon Phanom,นครพนม,TH48,Mueang Nakhon Phanom,เมืองนครพนม,TH4801,Nong Saeng,หนองแสง,TH480102,0.070126,0.00026
4541,Polygon,Thailand,ประเทศไทย,TH,Ubon Ratchathani,อุบลราชธานี,TH34,Khong Chiam,โขงเจียม,TH3403,Nong Saeng Yai,หนองแสงใหญ่,TH340304,0.424266,0.006004
4542,Polygon,Thailand,ประเทศไทย,TH,Nakhon Ratchasima,นครราชสีมา,TH30,Dan Khun Thot,ด่านขุนทด,TH3008,Nong Sai,หนองไทร,TH300818,0.303429,0.003737
4543,Polygon,Thailand,ประเทศไทย,TH,Buri Ram,บุรีรัมย์,TH31,Nang Rong,นางรอง,TH3104,Nong Sai,หนองไทร,TH310414,0.425972,0.00492
4544,Polygon,Thailand,ประเทศไทย,TH,Surat Thani,สุราษฎร์ธานี,TH84,Phunphin,พุนพิน,TH8417,Nong Sai,หนองไทร,TH841714,0.310882,0.002698
4545,Polygon,Thailand,ประเทศไทย,TH,Lop Buri,ลพบุรี,TH16,Ban Mi,บ้านหมี่,TH1606,Nong Sai Khao,หนองทรายขาว,TH160609,0.252091,0.00214
4546,Polygon,Thailand,ประเทศไทย,TH,Phetchaburi,เพชรบุรี,TH76,Cha-Am,ชะอำ,TH7604,Nong Sala,หนองศาลา,TH760405,0.222509,0.001787
4547,Polygon,Thailand,ประเทศไทย,TH,Amnat Charoen,อำนาจเจริญ,TH37,Senangkhanikhom,เสนางคนิคม,TH3705,Nong Sam Si,หนองสามสี,TH370506,0.278121,0.002936
4548,Polygon,Thailand,ประเทศไทย,TH,Pathum Thani,ปทุมธานี,TH13,Nong Suea,หนองเสือ,TH1304,Nong Sam Wang,หนองสามวัง,TH130405,0.327082,0.005657
4549,Polygon,Thailand,ประเทศไทย,TH,Trat,ตราด,TH23,Mueang Trat,เมืองตราด,TH2301,Nong Samet,หนองเสม็ด,TH230102,0.24135,0.001811
4550,Polygon,Thailand,ประเทศไทย,TH,Chon Buri,ชลบุรี,TH20,Ban Bueng,บ้านบึง,TH2002,Nong Samsak,หนองซ้ำซาก,TH200204,0.326017,0.001642
4551,Polygon,Thailand,ประเทศไทย,TH,Sa Kaeo,สระแก้ว,TH27,Aranyaprathet,อรัญประเทศ,TH2706,Nong Sang,หนองสังข์,TH270610,0.372561,0.007323
4552,Polygon,Thailand,ประเทศไทย,TH,Chaiyaphum,ชัยภูมิ,TH36,Kaeng Khro,แก้งคร้อ,TH3612,Nong Sang,หนองสังข์,TH361205,0.422487,0.005918
4553,Polygon,Thailand,ประเทศไทย,TH,Nakhon Phanom,นครพนม,TH48,Na Kae,นาแก,TH4807,Nong Sang,หนองสังข์,TH480703,0.382318,0.003433
4554,Polygon,Thailand,ประเทศไทย,TH,Surin,สุรินทร์,TH32,Chom Phra,จอมพระ,TH3204,Nong Sanit,หนองสนิท,TH320405,0.272031,0.002573
4555,Polygon,Thailand,ประเทศไทย,TH,Trat,ตราด,TH23,Mueang Trat,เมืองตราด,TH2301,Nong Sano,หนองโสน,TH230103,0.457939,0.004169
4556,Polygon,Thailand,ประเทศไทย,TH,Buri Ram,บุรีรัมย์,TH31,Nang Rong,นางรอง,TH3104,Nong Sano,หนองโสน,TH310427,0.33306,0.003477
4557,Polygon,Thailand,ประเทศไทย,TH,Phichit,พิจิตร,TH66,Sam Ngam,สามง่าม,TH6607,Nong Sano,หนองโสน,TH660707,0.469963,0.009817
4558,Polygon,Thailand,ประเทศไทย,TH,Kanchanaburi,กาญจนบุรี,TH71,Lao Khwan,เลาขวัญ,TH7110,Nong Sano,หนองโสน,TH711002,0.448502,0.006346
4559,Polygon,Thailand,ประเทศไทย,TH,Phetchaburi,เพชรบุรี,TH76,Mueang Phetchaburi,เมืองเพชรบุรี,TH7601,Nong Sano,หนองโสน,TH760107,0.148979,0.000851
4560,Polygon,Thailand,ประเทศไทย,TH,Ubon Ratchathani,อุบลราชธานี,TH34,Buntharik,บุณฑริก,TH3410,Nong Sano,หนองสะโน,TH341005,0.59252,0.012529
4561,Polygon,Thailand,ประเทศไทย,TH,Sakon Nakhon,สกลนคร,TH47,Wanon Niwat,วานรนิวาส,TH4708,Nong Sanom,หนองสนม,TH470804,0.669129,0.011599
4562,Polygon,Thailand,ประเทศไทย,TH,Khon Kaen,ขอนแก่น,TH40,Chum Phae,ชุมแพ,TH4005,Nong Sao Lao,หนองเสาเล้า,TH400511,0.304134,0.003544
4563,Polygon,Thailand,ประเทศไทย,TH,Nakhon Ratchasima,นครราชสีมา,TH30,Pak Chong,ปากช่อง,TH3021,Nong Sarai,หนองสาหร่าย,TH302106,0.939638,0.014632
4564,Polygon,Thailand,ประเทศไทย,TH,Kanchanaburi,กาญจนบุรี,TH71,Phanom Thuan,พนมทวน,TH7109,Nong Sarai,หนองสาหร่าย,TH710911,0.254206,0.002225
4565,Polygon,Thailand,ประเทศไทย,TH,Suphan Buri,สุพรรณบุรี,TH72,Don Chedi,ดอนเจดีย์,TH7206,Nong Sarai,หนองสาหร่าย,TH720602,0.387741,0.004551
4566,Polygon,Thailand,ประเทศไทย,TH,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,Nong Sawan,หนองสวรรค์,TH390104,0.362463,0.003296
4567,Polygon,Thailand,ประเทศไทย,TH,Phetchabun,เพชรบูรณ์,TH67,Lom Sak,หล่มสัก,TH6703,Nong Sawang,หนองสว่าง,TH670305,0.10227,0.000447
4568,Polygon,Thailand,ประเทศไทย,TH,Saraburi,สระบุรี,TH19,Nong Saeng,หนองแซง,TH1905,Nong Sida,หนองสีดา,TH190504,0.117541,0.000506
4569,Polygon,Thailand,ประเทศไทย,TH,Ubon Ratchathani,อุบลราชธานี,TH34,Khemarat,เขมราฐ,TH3405,Nong Sim,หนองสิม,TH340512,0.292676,0.003333
4570,Polygon,Thailand,ประเทศไทย,TH,Maha Sarakham,มหาสารคาม,TH44,Borabue,บรบือ,TH4406,Nong Sim,หนองสิม,TH440618,0.427311,0.003606
4571,Polygon,Thailand,ประเทศไทย,TH,Nakhon Phanom,นครพนม,TH48,Na Thom,นาทม,TH4811,Nong Son,หนองซน,TH481102,0.782689,0.01162
4572,Polygon,Thailand,ประเทศไทย,TH,Maha Sarakham,มหาสารคาม,TH44,Chiang Yuen,เชียงยืน,TH4405,Nong Son,หนองซอน,TH440503,0.362166,0.003323
4573,Polygon,Thailand,ประเทศไทย,TH,Khon Kaen,ขอนแก่น,TH40,Nong Song Hong,หนองสองห้อง,TH4015,Nong Song Hong,หนองสองห้อง,TH401501,0.42116,0.004247
4574,Polygon,Thailand,ประเทศไทย,TH,Samut Sakhon,สมุทรสาคร,TH74,Ban Phaeo,บ้านแพ้ว,TH7403,Nong Song Hong,หนองสองห้อง,TH740305,0.205951,0.001716
4575,Polygon,Thailand,ประเทศไทย,TH,Saraburi,สระบุรี,TH19,Wihan Daeng,วิหารแดง,TH1904,Nong Suang,หนองสรวง,TH190405,0.296383,0.001677
4576,Polygon,Thailand,ประเทศไทย,TH,Nakhon Ratchasima,นครราชสีมา,TH30,Kham Thale So,ขามทะเลสอ,TH3019,Nong Suang,หนองสรวง,TH301904,0.29836,0.003957
4577,Polygon,Thailand,ประเทศไทย,TH,Kalasin,กาฬสินธุ์,TH46,Nong Kung Si,หนองกุงศรี,TH4612,Nong Suang,หนองสรวง,TH461204,0.346466,0.004798
4578,Polygon,Thailand,ประเทศไทย,TH,Uthai Thani,อุทัยธานี,TH61,Nong Chang,หนองฉาง,TH6104,Nong Suang,หนองสรวง,TH610404,0.148444,0.000758
4579,Polygon,Thailand,ประเทศไทย,TH,Chon Buri,ชลบุรี,TH20,Nong Yai,หนองใหญ่,TH2003,Nong Suea Chang,หนองเสือช้าง,TH200303,0.523969,0.008541
4580,Polygon,Thailand,ประเทศไทย,TH,Mukdahan,มุกดาหาร,TH49,Nong Sung,หนองสูง,TH4907,Nong Sung,หนองสูง,TH490701,0.197143,0.001546
4581,Polygon,Thailand,ประเทศไทย,TH,Mukdahan,มุกดาหาร,TH49,Nong Sung,หนองสูง,TH4907,Nong Sung Nuea,หนองสูงเหนือ,TH490706,0.233433,0.001333
4582,Polygon,Thailand,ประเทศไทย,TH,Mukdahan,มุกดาหาร,TH49,Nong Sung,หนองสูง,TH4907,Nong Sung Tai,หนองสูงใต้,TH490705,0.44141,0.007436
4583,Polygon,Thailand,ประเทศไทย,TH,Roi Et,ร้อยเอ็ด,TH45,Pho Chai,โพธิ์ชัย,TH4508,Nong Ta Kai,หนองตาไก้,TH450807,0.221795,0.002
4584,Polygon,Thailand,ประเทศไทย,TH,Chanthaburi,จันทบุรี,TH22,Pong Nam Ron,โป่งน้ำร้อน,TH2204,Nong Ta Khong,หนองตาคง,TH220404,0.756063,0.010858
4585,Polygon,Thailand,ประเทศไทย,TH,Nakhon Sawan,นครสวรรค์,TH60,Banphot Phisai,บรรพตพิสัย,TH6005,Nong Ta Ngu,หนองตางู,TH600511,0.516565,0.005064
4586,Polygon,Thailand,ประเทศไทย,TH,Prachuap Khiri Khan,ประจวบคีรีขันธ์,TH77,Pran Buri,ปราณบุรี,TH7706,Nong Ta Taem,หนองตาแต้ม,TH770607,0.84238,0.011408
4587,Polygon,Thailand,ประเทศไทย,TH,Kanchanaburi,กาญจนบุรี,TH71,Tha Muang,ท่าม่วง,TH7106,Nong Tak Ya,หนองตากยา,TH710613,0.380427,0.005914
4588,Polygon,Thailand,ประเทศไทย,TH,Nakhon Ratchasima,นครราชสีมา,TH30,Sung Noen,สูงเนิน,TH3018,Nong Takai,หนองตะไก้,TH301810,0.562893,0.009254
4589,Polygon,Thailand,ประเทศไทย,TH,Nakhon Ratchasima,นครราชสีมา,TH30,Nong Bun Mak,หนองบุญมาก,TH3022,Nong Takai,หนองตะไก้,TH302206,0.306437,0.004591
4590,Polygon,Thailand,ประเทศไทย,TH,Sa Kaeo,สระแก้ว,TH27,Watthana Nakhon,วัฒนานคร,TH2705,Nong Takhian Bon,หนองตะเคียนบอน,TH270510,0.645121,0.009802
4591,Polygon,Thailand,ประเทศไทย,TH,Buri Ram,บุรีรัมย์,TH31,Lahan Sai,ละหานทราย,TH3106,Nong Takhrong,หนองตะครอง,TH310610,0.338304,0.003574
4592,Polygon,Thailand,ประเทศไทย,TH,Chon Buri,ชลบุรี,TH20,Phan Thong,พานทอง,TH2005,Nong Tamlueng,หนองตำลึง,TH200502,0.205394,0.001661
4593,Polygon,Thailand,ประเทศไทย,TH,Lop Buri,ลพบุรี,TH16,Ban Mi,บ้านหมี่,TH1606,Nong Tao,หนองเต่า,TH160611,0.248468,0.002617
4594,Polygon,Thailand,ประเทศไทย,TH,Ubon Ratchathani,อุบลราชธานี,TH34,Trakan Phuet Phon,ตระการพืชผล,TH3411,Nong Tao,หนองเต่า,TH341117,0.26882,0.002738
4595,Polygon,Thailand,ประเทศไทย,TH,Nakhon Sawan,นครสวรรค์,TH60,Kao Liao,เก้าเลี้ยว,TH6006,Nong Tao,หนองเต่า,TH600603,0.536947,0.008324
4596,Polygon,Thailand,ประเทศไทย,TH,Uthai Thani,อุทัยธานี,TH61,Mueang Uthai Thani,เมืองอุทัยธานี,TH6101,Nong Tao,หนองเต่า,TH610110,0.152449,0.000998
4597,Polygon,Thailand,ประเทศไทย,TH,Rayong,ระยอง,TH21,Ban Khai,บ้านค่าย,TH2105,Nong Taphan,หนองตะพาน,TH210503,0.256145,0.0019
4598,Polygon,Thailand,ประเทศไทย,TH,Buri Ram,บุรีรัมย์,TH31,Mueang Buri Ram,เมืองบุรีรัมย์,TH3101,Nong Tat,หนองตาด,TH310114,0.313773,0.004583
4599,Polygon,Thailand,ประเทศไทย,TH,Nakhon Ratchasima,นครราชสีมา,TH30,Sida,สีดา,TH3031,Nong Tat Yai,หนองตาดใหญ่,TH303105,0.291053,0.003301
4600,Polygon,Thailand,ประเทศไทย,TH,Buri Ram,บุรีรัมย์,TH31,Krasang,กระสัง,TH3103,Nong Teng,หนองเต็ง,TH310305,0.453674,0.005819
4601,Polygon,Thailand,ประเทศไทย,TH,Krabi,กระบี่,TH81,Mueang Krabi,เมืองกระบี่,TH8101,Nong Thale,หนองทะเล,TH810117,0.650959,0.005857
4602,Polygon,Thailand,ประเทศไทย,TH,Ubon Ratchathani,อุบลราชธานี,TH34,Kut Khaopun,กุดข้าวปุ้น,TH3412,Nong Than Nam,หนองทันน้ำ,TH341205,0.316919,0.003923
4603,Polygon,Thailand,ประเทศไทย,TH,Nakhon Phanom,นครพนม,TH48,Tha Uthen,ท่าอุเทน,TH4803,Nong Thao,หนองเทา,TH480314,0.317564,0.004431
4604,Polygon,Thailand,ประเทศไทย,TH,Nakhon Phanom,นครพนม,TH48,Pla Pak,ปลาปาก,TH4802,Nong Thao Yai,หนองเทาใหญ่,TH480208,0.315793,0.002495
4605,Polygon,Thailand,ประเทศไทย,TH,Roi Et,ร้อยเอ็ด,TH45,Phanom Phrai,พนมไพร,TH4506,Nong Thap Thai,หนองทัพไทย,TH450604,0.29416,0.004346
4606,Polygon,Thailand,ประเทศไทย,TH,Surin,สุรินทร์,TH32,Non Narai,โนนนารายณ์,TH3217,Nong Thep,หนองเทพ,TH321705,0.360709,0.003527
4607,Polygon,Thailand,ประเทศไทย,TH,Kamphaeng Phet,กำแพงเพชร,TH62,Sai Ngam,ไทรงาม,TH6202,Nong Thong,หนองทอง,TH620203,0.392883,0.007044
4608,Polygon,Thailand,ประเทศไทย,TH,Phatthalung,พัทลุง,TH93,Pa Bon,ป่าบอน,TH9308,Nong Thong,หนองธง,TH930803,0.90342,0.015082
4609,Polygon,Thailand,ประเทศไทย,TH,Bueng Kan,บึงกาฬ,TH38,Seka,เซกา,TH3804,Nong Thum,หนองทุ่ม,TH380408,0.439591,0.003984
